gene_id	cons_num	cons_bp	cons_prop
ENSG00000162458	56	4878	0.0965921
ENSG00000162460	48	4418	0.0874834
ENSG00000162461	39	3702	0.0733055
ENSG00000162482	26	1686	0.0333855
ENSG00000162490	63	4180	0.0827706
ENSG00000162493	12	568	0.0112473
ENSG00000162494	7	392	0.0077622
ENSG00000162496	21	1106	0.0219006
ENSG00000162510	28	1417	0.0280589
ENSG00000162511	14	861	0.0170492
ENSG00000162512	16	3733	0.0739193
ENSG00000162517	111	6126	0.1213045
ENSG00000162520	21	2154	0.0426526
ENSG00000162521	27	2020	0.0399992
ENSG00000162522	23	2270	0.0449496
ENSG00000162526	43	4854	0.0961169
ENSG00000162542	8	342	0.0067721
ENSG00000162543	22	1219	0.0241381
ENSG00000162545	14	2299	0.0455239
ENSG00000162551	5	322	0.0063761
ENSG00000162552	13	1362	0.0269698
ENSG00000162571	5	284	0.0056237
ENSG00000162572	18	1838	0.0363953
ENSG00000162576	30	3472	0.0687511
ENSG00000162585	12	1873	0.0370884
ENSG00000162591	35	2398	0.0474842
ENSG00000162592	39	2778	0.0550088
ENSG00000162594	17	997	0.0197422
ENSG00000162595	0	0	0.0000000
ENSG00000162598	24	2740	0.0542563
ENSG00000162599	31	3562	0.0705333
ENSG00000162600	22	1768	0.0350092
ENSG00000162601	19	1684	0.0333459
ENSG00000162604	27	1994	0.0394844
ENSG00000162607	18	1169	0.0231481
ENSG00000162613	40	4173	0.0826320
ENSG00000162614	37	2607	0.0516227
ENSG00000162616	64	10122	0.2004317
ENSG00000162618	38	2342	0.0463753
ENSG00000162620	57	4389	0.0869092
ENSG00000162621	49	3123	0.0618404
ENSG00000162623	38	2509	0.0496822
ENSG00000162624	41	2976	0.0589295
ENSG00000162627	7	762	0.0150888
ENSG00000162630	25	2477	0.0490485
ENSG00000162631	44	4170	0.0825726
ENSG00000162636	14	1075	0.0212867
ENSG00000162639	22	4850	0.0960377
ENSG00000162641	23	4172	0.0826122
ENSG00000162642	18	1468	0.0290687
ENSG00000162643	10	1421	0.0281381
ENSG00000162645	15	956	0.0189303
ENSG00000162650	35	3334	0.0660185
ENSG00000162654	2	62	0.0012277
ENSG00000162664	26	1803	0.0357023
ENSG00000162669	26	1972	0.0390487
ENSG00000162670	22	1768	0.0350092
ENSG00000162676	28	2986	0.0591275
ENSG00000162687	14	842	0.0166729
ENSG00000162688	13	777	0.0153858
ENSG00000162692	24	1179	0.0233461
ENSG00000162694	28	1814	0.0359201
ENSG00000162695	37	2856	0.0565533
ENSG00000162702	19	2114	0.0418606
ENSG00000162704	39	2515	0.0498010
ENSG00000162706	27	2706	0.0535831
ENSG00000162711	0	0	0.0000000
ENSG00000162714	2	294	0.0058217
ENSG00000162722	12	866	0.0171482
ENSG00000162723	7	727	0.0143958
ENSG00000162727	4	147	0.0029108
ENSG00000162728	34	3885	0.0769292
ENSG00000162729	42	4749	0.0940377
ENSG00000162733	24	1832	0.0362765
ENSG00000162734	53	4878	0.0965921
ENSG00000162735	52	6330	0.1253441
ENSG00000162736	51	5666	0.1121958
ENSG00000162738	50	4532	0.0897408
ENSG00000162739	9	551	0.0109107
ENSG00000162745	38	2411	0.0477416
ENSG00000162746	25	1376	0.0272470
ENSG00000162747	14	563	0.0111483
ENSG00000162753	16	1644	0.0325538
ENSG00000162755	67	6896	0.1365518
ENSG00000162757	52	3965	0.0785133
ENSG00000162761	32	2833	0.0560979
ENSG00000162763	31	2750	0.0544544
ENSG00000162769	13	904	0.0179006
ENSG00000162771	50	3349	0.0663155
ENSG00000162772	42	2110	0.0417814
ENSG00000162775	21	1773	0.0351082
ENSG00000162777	33	1602	0.0317221
ENSG00000162779	26	1670	0.0330687
ENSG00000162782	21	1698	0.0336231
ENSG00000162783	33	2639	0.0522564
ENSG00000162804	18	1347	0.0266727
ENSG00000162813	41	3111	0.0616027
ENSG00000162814	45	6081	0.1204135
ENSG00000162817	27	3399	0.0673056
ENSG00000162819	50	4451	0.0881369
ENSG00000162836	11	503	0.0099602
ENSG00000162843	20	2624	0.0519594
ENSG00000162849	27	1670	0.0330687
ENSG00000162851	24	1012	0.0200392
ENSG00000162852	23	610	0.0120790
ENSG00000162869	23	1734	0.0343360
ENSG00000162873	29	1704	0.0337419
ENSG00000162877	3	73	0.0014455
ENSG00000162878	49	5430	0.1075226
ENSG00000162881	17	1265	0.0250490
ENSG00000162882	14	875	0.0173264
ENSG00000162885	17	1237	0.0244946
ENSG00000162889	37	3613	0.0715431
ENSG00000162891	24	1373	0.0271876
ENSG00000162892	17	895	0.0177224
ENSG00000162894	53	1514	0.0299796
ENSG00000162896	19	584	0.0115641
ENSG00000162897	4	164	0.0032475
ENSG00000162909	7	330	0.0065345
ENSG00000162910	15	1726	0.0341775
ENSG00000162923	13	807	0.0159799
ENSG00000162924	24	1483	0.0293658
ENSG00000162927	19	2125	0.0420784
ENSG00000162928	38	3280	0.0649492
ENSG00000162929	20	2181	0.0431873
ENSG00000162931	8	919	0.0181977
ENSG00000162944	44	4120	0.0815825
ENSG00000162946	10	763	0.0151086
ENSG00000162949	17	1787	0.0353854
ENSG00000162951	61	4951	0.0980377
ENSG00000162959	17	1499	0.0296826
ENSG00000162961	18	1570	0.0310885
ENSG00000162971	41	4432	0.0877606
ENSG00000162972	57	5320	0.1053445
ENSG00000162975	18	1072	0.0212273
ENSG00000162976	9	268	0.0053068
ENSG00000162980	59	5887	0.1165719
ENSG00000162981	18	1220	0.0241579
ENSG00000162989	26	2896	0.0573454
ENSG00000162992	24	2210	0.0437615
ENSG00000162994	39	3371	0.0667512
ENSG00000162998	16	1298	0.0257025
ENSG00000162999	20	2039	0.0403754
ENSG00000163001	32	2669	0.0528504
ENSG00000163002	10	861	0.0170492
ENSG00000163006	76	8733	0.1729273
ENSG00000163012	20	1513	0.0299598
ENSG00000163013	42	3802	0.0752856
ENSG00000163017	27	2385	0.0472268
ENSG00000163026	33	3370	0.0667313
ENSG00000163029	27	2126	0.0420982
ENSG00000163032	22	1419	0.0280985
ENSG00000163040	2	106	0.0020990
ENSG00000163041	17	953	0.0188709
ENSG00000163046	0	0	0.0000000
ENSG00000163050	15	1153	0.0228312
ENSG00000163053	2	202	0.0039999
ENSG00000163060	0	0	0.0000000
ENSG00000163064	15	2408	0.0476822
ENSG00000163069	20	1506	0.0298212
ENSG00000163071	30	2650	0.0524742
ENSG00000163072	38	2358	0.0466921
ENSG00000163075	6	413	0.0081781
ENSG00000163082	5	386	0.0076434
ENSG00000163083	35	2369	0.0469100
ENSG00000163092	13	1106	0.0219006
ENSG00000163093	11	608	0.0120394
ENSG00000163104	25	1788	0.0354052
ENSG00000163106	12	1042	0.0206333
ENSG00000163110	28	2322	0.0459793
ENSG00000163114	36	2736	0.0541771
ENSG00000163116	17	1322	0.0261777
ENSG00000163121	40	2744	0.0543356
ENSG00000163125	30	3958	0.0783747
ENSG00000163126	67	5652	0.1119186
ENSG00000163131	36	3328	0.0658997
ENSG00000163132	30	3103	0.0614443
ENSG00000163138	22	2176	0.0430883
ENSG00000163141	57	4042	0.0800380
ENSG00000163145	25	1349	0.0267123
ENSG00000163154	71	6393	0.1265915
ENSG00000163155	59	4858	0.0961961
ENSG00000163156	71	6393	0.1265915
ENSG00000163157	35	2735	0.0541573
ENSG00000163159	39	2724	0.0539395
ENSG00000163161	66	7637	0.1512247
ENSG00000163162	12	908	0.0179798
ENSG00000163166	15	908	0.0179798
ENSG00000163170	20	1961	0.0388309
ENSG00000163171	35	2699	0.0534445
ENSG00000163191	15	795	0.0157423
ENSG00000163202	6	208	0.0041187
ENSG00000163206	7	238	0.0047128
ENSG00000163207	8	298	0.0059009
ENSG00000163209	15	575	0.0113859
ENSG00000163214	31	2405	0.0476228
ENSG00000163216	3	72	0.0014257
ENSG00000163217	18	1808	0.0358013
ENSG00000163218	9	301	0.0059603
ENSG00000163219	10	1443	0.0285737
ENSG00000163220	14	967	0.0191481
ENSG00000163221	4	124	0.0024554
ENSG00000163235	15	1067	0.0211283
ENSG00000163239	40	2700	0.0534643
ENSG00000163249	22	1699	0.0336429
ENSG00000163251	32	2595	0.0513851
ENSG00000163254	29	2583	0.0511475
ENSG00000163257	46	4544	0.0899784
ENSG00000163263	52	5465	0.1082157
ENSG00000163273	17	1182	0.0234055
ENSG00000163281	4	528	0.0104552
ENSG00000163283	28	2063	0.0408507
ENSG00000163285	16	973	0.0192669
ENSG00000163286	41	1911	0.0378408
ENSG00000163288	48	4932	0.0976614
ENSG00000163291	16	2226	0.0440783
ENSG00000163293	37	3273	0.0648106
ENSG00000163295	62	3216	0.0636819
ENSG00000163297	21	2453	0.0485733
ENSG00000163312	20	1578	0.0312469
ENSG00000163319	34	4169	0.0825528
ENSG00000163320	15	1588	0.0314449
ENSG00000163322	6	479	0.0094850
ENSG00000163328	10	943	0.0186729
ENSG00000163331	42	1985	0.0393062
ENSG00000163344	71	6344	0.1256213
ENSG00000163346	101	10823	0.2143126
ENSG00000163347	12	830	0.0164353
ENSG00000163348	104	12195	0.2414804
ENSG00000163349	58	5439	0.1077008
ENSG00000163352	86	7729	0.1530465
ENSG00000163354	114	8710	0.1724718
ENSG00000163357	102	12708	0.2516386
ENSG00000163359	12	849	0.0168115
ENSG00000163362	59	5807	0.1149878
ENSG00000163374	29	1951	0.0386329
ENSG00000163376	39	2645	0.0523752
ENSG00000163377	55	5086	0.1007109
ENSG00000163378	70	6342	0.1255817
ENSG00000163380	36	1941	0.0384349
ENSG00000163382	45	3582	0.0709293
ENSG00000163389	41	5683	0.1125324
ENSG00000163393	29	2369	0.0469100
ENSG00000163394	22	1588	0.0314449
ENSG00000163395	17	1317	0.0260787
ENSG00000163399	25	1813	0.0359003
ENSG00000163406	21	1579	0.0312667
ENSG00000163412	45	4317	0.0854835
ENSG00000163421	26	2590	0.0512861
ENSG00000163424	2	558	0.0110493
ENSG00000163428	24	2194	0.0434447
ENSG00000163430	17	1499	0.0296826
ENSG00000163431	28	2931	0.0580385
ENSG00000163435	28	3284	0.0650284
ENSG00000163440	20	1178	0.0233263
ENSG00000163444	18	1501	0.0297222
ENSG00000163449	14	763	0.0151086
ENSG00000163453	29	2716	0.0537811
ENSG00000163462	45	4253	0.0842162
ENSG00000163463	102	11657	0.2308271
ENSG00000163464	2	389	0.0077028
ENSG00000163466	4	814	0.0161185
ENSG00000163467	29	3020	0.0598008
ENSG00000163468	57	5121	0.1014039
ENSG00000163472	58	5585	0.1105919
ENSG00000163479	41	4371	0.0865527
ENSG00000163481	64	4138	0.0819390
ENSG00000163482	87	8565	0.1696006
ENSG00000163485	48	4095	0.0810875
ENSG00000163491	56	5096	0.1009089
ENSG00000163492	16	1062	0.0210293
ENSG00000163497	79	4266	0.0844736
ENSG00000163499	78	3786	0.0749688
ENSG00000163501	43	4737	0.0938001
ENSG00000163507	29	2352	0.0465733
ENSG00000163508	17	2240	0.0443556
ENSG00000163510	11	681	0.0134849
ENSG00000163512	14	1067	0.0211283
ENSG00000163513	16	975	0.0193065
ENSG00000163515	12	531	0.0105146
ENSG00000163516	88	8013	0.1586701
ENSG00000163517	3	129	0.0025544
ENSG00000163518	2	107	0.0021188
ENSG00000163519	17	810	0.0160393
ENSG00000163520	14	1066	0.0211085
ENSG00000163521	73	7070	0.1399972
ENSG00000163527	36	2977	0.0589493
ENSG00000163528	41	3096	0.0613057
ENSG00000163530	12	860	0.0170294
ENSG00000163531	9	940	0.0186135
ENSG00000163534	8	307	0.0060791
ENSG00000163535	54	4416	0.0874438
ENSG00000163536	29	1813	0.0359003
ENSG00000163539	6	477	0.0094454
ENSG00000163541	10	351	0.0069504
ENSG00000163545	36	3057	0.0605335
ENSG00000163554	18	2478	0.0490683
ENSG00000163558	14	1054	0.0208709
ENSG00000163563	7	643	0.0127324
ENSG00000163564	0	0	0.0000000
ENSG00000163565	0	0	0.0000000
ENSG00000163568	50	5396	0.1068494
ENSG00000163576	22	2844	0.0563157
ENSG00000163577	1	64	0.0012673
ENSG00000163581	33	4234	0.0838399
ENSG00000163584	36	3087	0.0611275
ENSG00000163586	16	903	0.0178808
ENSG00000163590	22	1893	0.0374844
ENSG00000163596	26	2459	0.0486921
ENSG00000163599	34	2793	0.0553058
ENSG00000163600	25	1858	0.0367914
ENSG00000163602	41	3453	0.0683749
ENSG00000163605	24	2113	0.0418408
ENSG00000163606	41	2513	0.0497614
ENSG00000163607	13	791	0.0156631
ENSG00000163608	11	752	0.0148908
ENSG00000163611	18	896	0.0177422
ENSG00000163617	42	3835	0.0759391
ENSG00000163618	18	2627	0.0520188
ENSG00000163623	26	2334	0.0462169
ENSG00000163624	15	1107	0.0219204
ENSG00000163625	19	1767	0.0349894
ENSG00000163626	31	6274	0.1242352
ENSG00000163629	39	2758	0.0546128
ENSG00000163630	14	717	0.0141977
ENSG00000163631	7	652	0.0129106
ENSG00000163632	36	1871	0.0370488
ENSG00000163633	13	1147	0.0227124
ENSG00000163634	46	4218	0.0835231
ENSG00000163635	32	2927	0.0579592
ENSG00000163636	32	1868	0.0369894
ENSG00000163637	34	1860	0.0368310
ENSG00000163638	27	2045	0.0404942
ENSG00000163644	5	511	0.0101186
ENSG00000163645	10	1048	0.0207521
ENSG00000163646	24	3015	0.0597018
ENSG00000163655	34	3312	0.0655829
ENSG00000163659	23	2292	0.0453852
ENSG00000163660	4	248	0.0049108
ENSG00000163661	27	2626	0.0519990
ENSG00000163666	71	5365	0.1062355
ENSG00000163673	12	1005	0.0199006
ENSG00000163681	20	1507	0.0298410
ENSG00000163682	31	2941	0.0582365
ENSG00000163683	14	1141	0.0225936
ENSG00000163684	20	1728	0.0342171
ENSG00000163686	20	1146	0.0226926
ENSG00000163687	7	369	0.0073068
ENSG00000163689	17	1217	0.0240985
ENSG00000163694	18	2024	0.0400784
ENSG00000163697	36	2409	0.0477020
ENSG00000163701	20	1761	0.0348706
ENSG00000163702	40	2987	0.0591473
ENSG00000163703	58	3900	0.0772262
ENSG00000163704	33	2458	0.0486723
ENSG00000163705	18	1432	0.0283559
ENSG00000163710	19	1526	0.0302172
ENSG00000163714	36	3764	0.0745332
ENSG00000163719	4	213	0.0042177
ENSG00000163728	20	1787	0.0353854
ENSG00000163734	6	326	0.0064553
ENSG00000163735	18	621	0.0122968
ENSG00000163736	15	597	0.0118215
ENSG00000163737	12	426	0.0084355
ENSG00000163738	6	213	0.0042177
ENSG00000163739	10	569	0.0112671
ENSG00000163743	25	1766	0.0349696
ENSG00000163746	11	768	0.0152076
ENSG00000163749	22	2171	0.0429892
ENSG00000163751	63	5057	0.1001366
ENSG00000163754	37	2750	0.0544544
ENSG00000163755	9	731	0.0144750
ENSG00000163762	31	1061	0.0210095
ENSG00000163781	13	689	0.0136433
ENSG00000163785	12	959	0.0189897
ENSG00000163788	31	2345	0.0464347
ENSG00000163792	51	3804	0.0753252
ENSG00000163793	74	8620	0.1706897
ENSG00000163794	46	4928	0.0975822
ENSG00000163795	33	3873	0.0766916
ENSG00000163798	39	3597	0.0712263
ENSG00000163803	49	3227	0.0638997
ENSG00000163806	21	1785	0.0353458
ENSG00000163807	31	2728	0.0540187
ENSG00000163808	30	2867	0.0567712
ENSG00000163810	30	2482	0.0491475
ENSG00000163811	24	2064	0.0408705
ENSG00000163812	21	1524	0.0301776
ENSG00000163814	3	367	0.0072672
ENSG00000163815	20	1489	0.0294846
ENSG00000163817	24	2120	0.0419794
ENSG00000163818	30	2307	0.0456823
ENSG00000163820	12	648	0.0128314
ENSG00000163823	3	123	0.0024356
ENSG00000163825	12	701	0.0138809
ENSG00000163827	4	255	0.0050494
ENSG00000163832	9	818	0.0161977
ENSG00000163833	12	899	0.0178016
ENSG00000163840	31	2065	0.0408903
ENSG00000163848	13	1754	0.0347320
ENSG00000163864	47	3486	0.0690283
ENSG00000163866	32	4822	0.0954833
ENSG00000163867	3	194	0.0038415
ENSG00000163870	23	3480	0.0689095
ENSG00000163872	43	4528	0.0896616
ENSG00000163873	38	3618	0.0716421
ENSG00000163874	15	1102	0.0218213
ENSG00000163875	30	2490	0.0493060
ENSG00000163877	68	5937	0.1175620
ENSG00000163879	22	1829	0.0362171
ENSG00000163882	128	14114	0.2794796
ENSG00000163884	0	0	0.0000000
ENSG00000163885	12	1103	0.0218412
ENSG00000163888	57	6900	0.1366310
ENSG00000163898	18	1078	0.0213461
ENSG00000163900	26	1385	0.0274252
ENSG00000163902	9	457	0.0090493
ENSG00000163904	13	776	0.0153660
ENSG00000163909	31	3504	0.0693848
ENSG00000163913	29	2665	0.0527712
ENSG00000163914	58	5788	0.1146116
ENSG00000163918	7	880	0.0174254
ENSG00000163923	25	2024	0.0400784
ENSG00000163930	85	6195	0.1226708
ENSG00000163931	33	2924	0.0578998
ENSG00000163932	34	2432	0.0481575
ENSG00000163933	29	1888	0.0373854
ENSG00000163935	13	997	0.0197422
ENSG00000163938	22	1910	0.0378210
ENSG00000163939	58	3713	0.0735233
ENSG00000163945	10	1731	0.0342765
ENSG00000163946	27	2310	0.0457417
ENSG00000163947	62	4790	0.0948496
ENSG00000163950	30	2032	0.0402368
ENSG00000163956	6	314	0.0062177
ENSG00000163958	33	2841	0.0562563
ENSG00000163959	14	927	0.0183561
ENSG00000163960	16	907	0.0179600
ENSG00000163961	7	722	0.0142967
ENSG00000163964	11	689	0.0136433
ENSG00000163975	47	3958	0.0783747
ENSG00000163982	19	1668	0.0330290
ENSG00000163993	1	103	0.0020396
ENSG00000163995	4	216	0.0042771
ENSG00000164002	9	1948	0.0385735
ENSG00000164007	38	3556	0.0704144
ENSG00000164008	33	3124	0.0618602
ENSG00000164010	30	2324	0.0460189
ENSG00000164011	34	2189	0.0433457
ENSG00000164022	30	2513	0.0497614
ENSG00000164023	22	1864	0.0369102
ENSG00000164024	11	1104	0.0218610
ENSG00000164031	20	1676	0.0331875
ENSG00000164032	15	797	0.0157819
ENSG00000164035	17	923	0.0182769
ENSG00000164037	27	2353	0.0465931
ENSG00000164038	26	1630	0.0322766
ENSG00000164039	43	2064	0.0408705
ENSG00000164040	26	2240	0.0443556
ENSG00000164045	7	344	0.0068117
ENSG00000164047	21	1261	0.0249698
ENSG00000164048	1	41	0.0008119
ENSG00000164049	8	765	0.0151482
ENSG00000164050	67	4054	0.0802756
ENSG00000164051	55	3171	0.0627908
ENSG00000164053	104	7588	0.1502544
ENSG00000164054	17	1684	0.0333459
ENSG00000164056	19	1989	0.0393854
ENSG00000164061	35	5699	0.1128493
ENSG00000164062	82	10545	0.2088078
ENSG00000164066	12	1054	0.0208709
ENSG00000164068	133	13469	0.2667076
ENSG00000164070	20	1741	0.0344746
ENSG00000164073	16	1354	0.0268114
ENSG00000164074	34	2694	0.0533455
ENSG00000164076	90	6130	0.1213837
ENSG00000164077	19	2472	0.0489495
ENSG00000164078	19	2104	0.0416625
ENSG00000164080	19	841	0.0166531
ENSG00000164081	35	4808	0.0952060
ENSG00000164082	66	5442	0.1077602
ENSG00000164086	31	2163	0.0428308
ENSG00000164087	20	1097	0.0217223
ENSG00000164088	80	5896	0.1167502
ENSG00000164089	27	1586	0.0314053
ENSG00000164091	46	3504	0.0693848
ENSG00000164093	55	4868	0.0963941
ENSG00000164096	21	1607	0.0318212
ENSG00000164099	16	1241	0.0245738
ENSG00000164100	36	1742	0.0344944
ENSG00000164104	26	1828	0.0361973
ENSG00000164105	25	3386	0.0670482
ENSG00000164106	39	2330	0.0461377
ENSG00000164107	72	8224	0.1628483
ENSG00000164109	28	2027	0.0401378
ENSG00000164111	7	484	0.0095840
ENSG00000164112	26	2387	0.0472664
ENSG00000164113	36	5126	0.1015029
ENSG00000164114	4	309	0.0061187
ENSG00000164116	8	880	0.0174254
ENSG00000164117	42	2639	0.0522564
ENSG00000164118	40	4471	0.0885329
ENSG00000164120	10	438	0.0086731
ENSG00000164122	9	771	0.0152670
ENSG00000164123	33	2148	0.0425338
ENSG00000164124	32	2324	0.0460189
ENSG00000164125	21	1177	0.0233065
ENSG00000164128	14	1710	0.0338607
ENSG00000164129	25	2290	0.0453456
ENSG00000164134	22	1738	0.0344152
ENSG00000164136	6	384	0.0076038
ENSG00000164142	17	1106	0.0219006
ENSG00000164144	34	3181	0.0629889
ENSG00000164151	15	1274	0.0252272
ENSG00000164161	33	1861	0.0368508
ENSG00000164162	70	7739	0.1532445
ENSG00000164163	22	1758	0.0348112
ENSG00000164164	16	1108	0.0219402
ENSG00000164167	39	2892	0.0572662
ENSG00000164168	30	1234	0.0244352
ENSG00000164169	16	1559	0.0308707
ENSG00000164171	31	1978	0.0391675
ENSG00000164172	22	2009	0.0397814
ENSG00000164175	27	1967	0.0389497
ENSG00000164176	18	954	0.0188907
ENSG00000164180	10	1086	0.0215045
ENSG00000164181	15	920	0.0182175
ENSG00000164182	19	1688	0.0334251
ENSG00000164185	43	3265	0.0646522
ENSG00000164187	47	3069	0.0607711
ENSG00000164188	7	424	0.0083959
ENSG00000164190	28	2678	0.0530287
ENSG00000164197	4	137	0.0027128
ENSG00000164199	50	3190	0.0631671
ENSG00000164209	3	214	0.0042375
ENSG00000164211	10	756	0.0149700
ENSG00000164219	26	2019	0.0399794
ENSG00000164220	29	1592	0.0315241
ENSG00000164221	12	1181	0.0233857
ENSG00000164236	13	1099	0.0217619
ENSG00000164237	9	452	0.0089503
ENSG00000164241	35	3825	0.0757411
ENSG00000164244	7	489	0.0096830
ENSG00000164251	2	117	0.0023168
ENSG00000164252	11	661	0.0130888
ENSG00000164253	65	10325	0.2044514
ENSG00000164256	10	381	0.0075444
ENSG00000164258	25	2714	0.0537415
ENSG00000164265	7	391	0.0077424
ENSG00000164266	7	501	0.0099206
ENSG00000164270	15	1251	0.0247718
ENSG00000164283	34	2169	0.0429496
ENSG00000164284	30	2706	0.0535831
ENSG00000164287	29	2210	0.0437615
ENSG00000164291	55	4524	0.0895824
ENSG00000164292	23	1761	0.0348706
ENSG00000164294	29	1848	0.0365933
ENSG00000164296	39	3846	0.0761569
ENSG00000164299	1	44	0.0008713
ENSG00000164300	4	277	0.0054850
ENSG00000164303	6	440	0.0087127
ENSG00000164304	30	1853	0.0366923
ENSG00000164305	24	1561	0.0309103
ENSG00000164306	14	1139	0.0225540
ENSG00000164307	8	930	0.0184155
ENSG00000164308	9	922	0.0182571
ENSG00000164309	37	2703	0.0535237
ENSG00000164318	27	1651	0.0326924
ENSG00000164323	12	973	0.0192669
ENSG00000164325	24	1556	0.0308113
ENSG00000164326	12	800	0.0158413
ENSG00000164327	27	1600	0.0316825
ENSG00000164329	7	699	0.0138413
ENSG00000164330	31	2616	0.0518010
ENSG00000164331	20	1726	0.0341775
ENSG00000164332	13	857	0.0169700
ENSG00000164334	22	1833	0.0362963
ENSG00000164338	20	2169	0.0429496
ENSG00000164342	4	124	0.0024554
ENSG00000164344	17	1312	0.0259797
ENSG00000164346	44	3144	0.0622562
ENSG00000164347	44	3790	0.0750480
ENSG00000164362	28	1973	0.0390685
ENSG00000164363	17	1652	0.0327122
ENSG00000164366	17	2194	0.0434447
ENSG00000164379	17	1214	0.0240391
ENSG00000164393	26	1677	0.0332073
ENSG00000164398	14	943	0.0186729
ENSG00000164399	16	1029	0.0203758
ENSG00000164400	13	747	0.0147918
ENSG00000164402	45	3180	0.0629691
ENSG00000164403	54	4928	0.0975822
ENSG00000164404	65	7155	0.1416804
ENSG00000164405	36	2577	0.0510287
ENSG00000164406	38	2617	0.0518208
ENSG00000164411	24	1538	0.0304548
ENSG00000164414	21	2185	0.0432665
ENSG00000164418	11	1205	0.0238609
ENSG00000164430	20	2176	0.0430883
ENSG00000164434	10	603	0.0119404
ENSG00000164438	55	8318	0.1647096
ENSG00000164440	25	1588	0.0314449
ENSG00000164442	69	5482	0.1085523
ENSG00000164451	22	1875	0.0371280
ENSG00000164458	9	669	0.0132473
ENSG00000164463	29	2138	0.0423358
ENSG00000164465	12	709	0.0140393
ENSG00000164466	25	3119	0.0617612
ENSG00000164483	24	1299	0.0257223
ENSG00000164484	15	759	0.0150294
ENSG00000164485	12	618	0.0122374
ENSG00000164488	3	172	0.0034059
ENSG00000164494	86	8310	0.1645512
ENSG00000164500	10	620	0.0122770
ENSG00000164506	32	1838	0.0363953
ENSG00000164508	14	946	0.0187323
ENSG00000164509	10	1365	0.0270292
ENSG00000164512	10	860	0.0170294
ENSG00000164520	0	0	0.0000000
ENSG00000164530	32	1611	0.0319004
ENSG00000164532	28	2624	0.0519594
ENSG00000164535	27	3367	0.0666719
ENSG00000164542	49	3709	0.0734441
ENSG00000164543	20	1928	0.0381775
ENSG00000164548	4	419	0.0082969
ENSG00000164574	23	1693	0.0335241
ENSG00000164576	23	2170	0.0429694
ENSG00000164587	23	1816	0.0359597
ENSG00000164588	29	2486	0.0492267
ENSG00000164591	56	4975	0.0985129
ENSG00000164597	50	3342	0.0661769
ENSG00000164600	37	4960	0.0982159
ENSG00000164603	26	2580	0.0510881
ENSG00000164604	46	3252	0.0643948
ENSG00000164609	36	2029	0.0401774
ENSG00000164610	22	1768	0.0350092
ENSG00000164611	29	4391	0.0869488
ENSG00000164615	35	4594	0.0909685
ENSG00000164619	37	2774	0.0549296
ENSG00000164620	53	4338	0.0858993
ENSG00000164626	11	677	0.0134057
ENSG00000164627	31	2675	0.0529692
ENSG00000164631	14	1081	0.0214055
ENSG00000164638	19	1638	0.0324350
ENSG00000164645	18	1090	0.0215837
ENSG00000164647	7	1114	0.0220590
ENSG00000164649	5	327	0.0064751
ENSG00000164651	67	7489	0.1482941
ENSG00000164654	26	2453	0.0485733
ENSG00000164659	17	1515	0.0299994
ENSG00000164663	49	4847	0.0959783
ENSG00000164674	31	2421	0.0479396
ENSG00000164675	18	1106	0.0219006
ENSG00000164683	22	1871	0.0370488
ENSG00000164684	20	2094	0.0414645
ENSG00000164687	20	976	0.0193263
ENSG00000164690	26	1870	0.0370290
ENSG00000164691	19	1574	0.0311677
ENSG00000164692	46	5342	0.1057801
ENSG00000164694	11	472	0.0093463
ENSG00000164695	36	2607	0.0516227
ENSG00000164707	24	1590	0.0314845
ENSG00000164708	55	5118	0.1013445
ENSG00000164713	64	5064	0.1002752
ENSG00000164715	11	634	0.0125542
ENSG00000164729	0	0	0.0000000
ENSG00000164733	0	0	0.0000000
ENSG00000164736	30	2012	0.0398408
ENSG00000164741	12	1824	0.0361181
ENSG00000164742	8	1233	0.0244154
ENSG00000164743	13	2159	0.0427516
ENSG00000164744	16	1089	0.0215639
ENSG00000164746	8	773	0.0153066
ENSG00000164749	16	2004	0.0396824
ENSG00000164751	13	2129	0.0421576
ENSG00000164754	19	1140	0.0225738
ENSG00000164756	23	1538	0.0304548
ENSG00000164758	22	2467	0.0488505
ENSG00000164761	23	1302	0.0257817
ENSG00000164764	15	1606	0.0318014
ENSG00000164776	12	1550	0.0306925
ENSG00000164778	25	1505	0.0298014
ENSG00000164794	9	791	0.0156631
ENSG00000164796	28	1767	0.0349894
ENSG00000164815	18	1359	0.0269104
ENSG00000164816	3	449	0.0088909
ENSG00000164818	0	0	0.0000000
ENSG00000164821	0	0	0.0000000
ENSG00000164822	0	0	0.0000000
ENSG00000164823	7	551	0.0109107
ENSG00000164825	0	0	0.0000000
ENSG00000164828	0	0	0.0000000
ENSG00000164830	12	916	0.0181383
ENSG00000164841	15	909	0.0179996
ENSG00000164849	7	468	0.0092671
ENSG00000164850	2	160	0.0031683
ENSG00000164853	0	0	0.0000000
ENSG00000164855	0	0	0.0000000
ENSG00000164867	56	7061	0.1398190
ENSG00000164871	4	177	0.0035049
ENSG00000164877	0	0	0.0000000
ENSG00000164879	31	1531	0.0303162
ENSG00000164880	0	0	0.0000000
ENSG00000164885	84	8791	0.1740758
ENSG00000164889	100	7929	0.1570068
ENSG00000164893	16	1209	0.0239401
ENSG00000164896	49	5731	0.1134829
ENSG00000164897	41	4954	0.0980971
