Gene stable ID	Chromosome/scaffold name	Transcription start site (TSS)	Gene name
ENSG00000135903	2	222298996	PAX3
ENSG00000135903	2	222298659	PAX3
ENSG00000135903	2	222298895	PAX3
ENSG00000135903	2	222298752	PAX3
ENSG00000135903	2	222298746	PAX3
ENSG00000135903	2	222298865	PAX3
ENSG00000159915	19	44259923	ZNF233
ENSG00000131115	19	44212538	ZNF227
ENSG00000131115	19	44212575	ZNF227
ENSG00000131115	19	44212528	ZNF227
ENSG00000115956	2	68365173	PLEK
ENSG00000176083	1	26372735	ZNF683
ENSG00000176083	1	26372775	ZNF683
ENSG00000181896	19	19668796	ZNF101
ENSG00000181896	19	19668854	ZNF101
ENSG00000181896	19	19668901	ZNF101
ENSG00000182158	7	138002057	CREB3L2
ENSG00000182158	7	138002067	CREB3L2
ENSG00000182158	7	138002047	CREB3L2
ENSG00000182158	7	137933890	CREB3L2
ENSG00000182158	7	137928269	CREB3L2
ENSG00000182158	7	138001827	CREB3L2
ENSG00000182158	7	138001866	CREB3L2
ENSG00000188290	1	1000111	HES4
ENSG00000275018	CHR_HSCHR20_1_CTG3	64211718	AL121581.1
ENSG00000179528	2	74499716	LBX2
ENSG00000179528	2	74503316	LBX2
ENSG00000161551	19	51887951	ZNF577
ENSG00000161551	19	51887936	ZNF577
ENSG00000182979	14	105419822	MTA1
ENSG00000182979	14	105419938	MTA1
ENSG00000182979	14	105420016	MTA1
ENSG00000152977	3	147409384	ZIC1
ENSG00000110925	12	51083550	CSRNP2
ENSG00000186350	9	134326580	RXRA
ENSG00000164611	5	160421822	PTTG1
ENSG00000164611	5	160421904	PTTG1
ENSG00000164611	5	160421910	PTTG1
ENSG00000179627	14	104800596	ZBTB42
ENSG00000179627	14	104800913	ZBTB42
ENSG00000169840	13	27792643	GSX1
ENSG00000118495	6	143968978	PLAGL1
ENSG00000118495	6	144008406	PLAGL1
ENSG00000118495	6	143964868	PLAGL1
ENSG00000118495	6	144008384	PLAGL1
ENSG00000118495	6	143961412	PLAGL1
ENSG00000118495	6	144008261	PLAGL1
ENSG00000118495	6	144008416	PLAGL1
ENSG00000118495	6	144064599	PLAGL1
ENSG00000186812	18	35241036	ZNF397
ENSG00000186812	18	35241037	ZNF397
ENSG00000186812	18	35241055	ZNF397
ENSG00000186812	18	35241057	ZNF397
ENSG00000186812	18	35242390	ZNF397
ENSG00000186812	18	35242473	ZNF397
ENSG00000112242	6	20402167	E2F3
ENSG00000112242	6	20403679	E2F3
ENSG00000112242	6	20401906	E2F3
ENSG00000115548	2	86440801	KDM3A
ENSG00000186814	18	35290208	ZSCAN30
ENSG00000186814	18	35290232	ZSCAN30
ENSG00000186814	18	35290197	ZSCAN30
ENSG00000186814	18	35264046	ZSCAN30
ENSG00000186814	18	35290221	ZSCAN30
ENSG00000186814	18	35267948	ZSCAN30
ENSG00000186814	18	35264223	ZSCAN30
ENSG00000181315	6	26659752	ZNF322
ENSG00000181315	6	26651496	ZNF322
ENSG00000130751	19	47019820	NPAS1
ENSG00000130751	19	47020886	NPAS1
ENSG00000130751	19	47035329	NPAS1
ENSG00000178028	1	44213455	DMAP1
ENSG00000178028	1	44213488	DMAP1
ENSG00000178028	1	44213491	DMAP1
ENSG00000162714	1	247331743	ZNF496
ENSG00000061455	5	123089121	PRDM6
ENSG00000119715	14	76310712	ESRRB
ENSG00000119715	14	76371347	ESRRB
ENSG00000119715	14	76371381	ESRRB
ENSG00000119715	14	76376137	ESRRB
ENSG00000119715	14	76439642	ESRRB
ENSG00000119715	14	76407402	ESRRB
ENSG00000126603	16	4314761	GLIS2
ENSG00000126603	16	4332224	GLIS2
ENSG00000171161	1	248838280	ZNF672
ENSG00000183072	5	173235357	NKX2-5
ENSG00000183072	5	173235264	NKX2-5
ENSG00000183072	5	173235206	NKX2-5
ENSG00000183072	5	173235311	NKX2-5
ENSG00000125347	5	132490798	IRF1
ENSG00000125347	5	132490262	IRF1
ENSG00000125347	5	132490777	IRF1
ENSG00000125347	5	132490304	IRF1
ENSG00000125347	5	132490726	IRF1
ENSG00000125347	5	132489645	IRF1
ENSG00000125347	5	132490655	IRF1
ENSG00000116580	1	155859400	GON4L
ENSG00000116580	1	155857295	GON4L
ENSG00000116580	1	155857204	GON4L
ENSG00000172468	Y	18546671	HSFY1
ENSG00000172468	Y	18546691	HSFY1
ENSG00000172468	Y	18546720	HSFY1
ENSG00000196482	1	217137755	ESRRG
ENSG00000196482	1	216723453	ESRRG
ENSG00000196482	1	216805367	ESRRG
ENSG00000196482	1	216939673	ESRRG
ENSG00000196482	1	217089605	ESRRG
ENSG00000196482	1	217137754	ESRRG
ENSG00000196482	1	217076931	ESRRG
ENSG00000196482	1	216939670	ESRRG
ENSG00000196482	1	217076889	ESRRG
ENSG00000196482	1	216723332	ESRRG
ENSG00000196482	1	216715253	ESRRG
ENSG00000196482	1	216723472	ESRRG
ENSG00000196482	1	217089645	ESRRG
ENSG00000105750	19	20923276	ZNF85
ENSG00000105750	19	20923288	ZNF85
ENSG00000105750	19	20923401	ZNF85
ENSG00000106689	9	124011610	LHX2
ENSG00000090447	16	4273075	TFAP4
ENSG00000117707	1	213987943	PROX1
ENSG00000117707	1	213988517	PROX1
ENSG00000117707	1	213987935	PROX1
ENSG00000117707	1	213988501	PROX1
ENSG00000171827	19	37469080	ZNF570
ENSG00000113716	5	150000718	HMGXB3
ENSG00000113716	5	150000046	HMGXB3
ENSG00000181220	7	149497817	ZNF746
ENSG00000181220	7	149497807	ZNF746
ENSG00000074047	2	120792409	GLI2
ENSG00000074047	2	120797291	GLI2
ENSG00000139083	12	11649854	ETV6
ENSG00000139083	12	11885937	ETV6
ENSG00000066827	8	134696554	ZFAT
ENSG00000066827	8	134713038	ZFAT
ENSG00000066827	8	134712962	ZFAT
ENSG00000125285	13	94712399	SOX21
ENSG00000170577	2	45009430	SIX2
ENSG00000074800	1	8878686	ENO1
ENSG00000074800	1	8879250	ENO1
ENSG00000116539	1	155562693	ASH1L
ENSG00000116539	1	155562532	ASH1L
ENSG00000269404	19	50418938	SPIB
ENSG00000269404	19	50418958	SPIB
ENSG00000177468	6	137494250	OLIG3
ENSG00000277462	1	247078755	ZNF670
ENSG00000196946	12	8172537	ZNF705A
ENSG00000196946	12	8168842	ZNF705A
ENSG00000278318	19	44448477	ZNF229
ENSG00000137273	6	1389576	FOXF2
ENSG00000137273	6	1389834	FOXF2
ENSG00000185650	14	68793240	ZFP36L1
ENSG00000185650	14	68794736	ZFP36L1
ENSG00000169155	9	126805015	ZBTB43
ENSG00000169155	9	126831409	ZBTB43
ENSG00000169155	9	126805006	ZBTB43
ENSG00000156030	14	73787258	ELMSAN1
ENSG00000156030	14	73760298	ELMSAN1
ENSG00000054267	1	235327487	ARID4B
ENSG00000054267	1	235328219	ARID4B
ENSG00000054267	1	235328134	ARID4B
ENSG00000141644	18	50281459	MBD1
ENSG00000141644	18	50281774	MBD1
ENSG00000141644	18	50281476	MBD1
ENSG00000141644	18	50281769	MBD1
ENSG00000141644	18	50281684	MBD1
ENSG00000141644	18	50281767	MBD1
ENSG00000141644	18	50279992	MBD1
ENSG00000141644	18	50281307	MBD1
ENSG00000141644	18	50281466	MBD1
ENSG00000141644	18	50281500	MBD1
ENSG00000101412	20	33686404	E2F1
ENSG00000128710	2	176116579	HOXD10
ENSG00000235178	CHR_HSCHR6_MHC_DBB_CTG1	29005270	ZNF311
ENSG00000068323	X	49043410	TFE3
ENSG00000068323	X	49043486	TFE3
ENSG00000057935	2	42568517	MTA3
ENSG00000057935	2	42568746	MTA3
ENSG00000234370	CHR_HSCHR6_MHC_MCF_CTG1	30986738	GTF2H4
ENSG00000234370	CHR_HSCHR6_MHC_MCF_CTG1	30986775	GTF2H4
ENSG00000185513	20	43507688	L3MBTL1
ENSG00000185513	20	43507710	L3MBTL1
ENSG00000185513	20	43514443	L3MBTL1
ENSG00000185513	20	43514521	L3MBTL1
ENSG00000185513	20	43514526	L3MBTL1
ENSG00000167800	11	67639560	TBX10
ENSG00000167085	17	49414905	PHB
ENSG00000178860	8	71844468	MSC
ENSG00000186300	19	2841435	ZNF555
ENSG00000186300	19	2841444	ZNF555
ENSG00000116809	1	15976126	ZBTB17
ENSG00000116809	1	15976079	ZBTB17
ENSG00000116809	1	15976132	ZBTB17
ENSG00000179930	1	182061712	ZNF648
ENSG00000267508	19	44401589	ZNF285
ENSG00000267508	19	44401576	ZNF285
ENSG00000164379	6	1312440	FOXQ1
ENSG00000143578	1	153967892	CREB3L4
ENSG00000143578	1	153967903	CREB3L4
ENSG00000143578	1	153967921	CREB3L4
ENSG00000143578	1	153968237	CREB3L4
ENSG00000143578	1	153968243	CREB3L4
ENSG00000143578	1	153968310	CREB3L4
ENSG00000196724	19	57933963	ZNF418
ENSG00000196724	19	57935372	ZNF418
ENSG00000196724	19	57933905	ZNF418
ENSG00000143437	1	150876768	ARNT
ENSG00000143437	1	150876705	ARNT
ENSG00000143437	1	150876579	ARNT
ENSG00000143437	1	150876708	ARNT
ENSG00000143437	1	150876609	ARNT
ENSG00000143614	1	153922975	GATAD2B
ENSG00000143614	1	153922030	GATAD2B
ENSG00000121068	17	61399896	TBX2
ENSG00000121068	17	61399910	TBX2
ENSG00000018869	19	56393520	ZNF582
ENSG00000018869	19	56393545	ZNF582
ENSG00000121741	13	19958708	ZMYM2
ENSG00000121741	13	19958783	ZMYM2
ENSG00000121741	13	19958670	ZMYM2
ENSG00000157557	21	38805831	ETS2
ENSG00000157557	21	38805307	ETS2
ENSG00000185155	1	226223618	MIXL1
ENSG00000197935	6	29005260	ZNF311
ENSG00000178096	1	149887890	BOLA1
ENSG00000178096	1	149899597	BOLA1
ENSG00000178096	1	149899626	BOLA1
ENSG00000187815	1	40477215	ZFP69
ENSG00000187815	1	40477630	ZFP69
ENSG00000228628	CHR_HSCHR6_MHC_MCF_CTG1	32204667	ATF6B
ENSG00000228628	CHR_HSCHR6_MHC_MCF_CTG1	32204680	ATF6B
ENSG00000228628	CHR_HSCHR6_MHC_MCF_CTG1	32194318	ATF6B
ENSG00000116016	2	46296608	EPAS1
ENSG00000116016	2	46297402	EPAS1
ENSG00000032219	14	58298385	ARID4A
ENSG00000032219	14	58298556	ARID4A
ENSG00000032219	14	58299537	ARID4A
ENSG00000032219	14	58298504	ARID4A
ENSG00000162924	2	60881521	REL
ENSG00000162924	2	60881656	REL
ENSG00000162924	2	60894397	REL
ENSG00000089775	14	64503845	ZBTB25
ENSG00000089775	14	64504584	ZBTB25
ENSG00000184635	19	19901061	ZNF93
ENSG00000198939	5	178895894	ZFP2
ENSG00000198939	5	178912706	ZFP2
ENSG00000164850	7	1082208	GPER1
ENSG00000164850	7	1086876	GPER1
ENSG00000164850	7	1088087	GPER1
ENSG00000164850	7	1086807	GPER1
ENSG00000091010	5	146338839	POU4F3
ENSG00000091010	5	146339024	POU4F3
ENSG00000105672	19	35641745	ETV2
ENSG00000105672	19	35641793	ETV2
ENSG00000105672	19	35642155	ETV2
ENSG00000105672	19	35643666	ETV2
ENSG00000135373	11	34621111	EHF
ENSG00000135373	11	34621135	EHF
ENSG00000135373	11	34622053	EHF
ENSG00000135373	11	34622203	EHF
ENSG00000135373	11	34624260	EHF
ENSG00000135373	11	34624266	EHF
ENSG00000135373	11	34624276	EHF
ENSG00000135373	11	34632464	EHF
ENSG00000135373	11	34642385	EHF
ENSG00000135373	11	34642627	EHF
ENSG00000124831	2	237627576	LRRFIP1
ENSG00000124831	2	237692145	LRRFIP1
ENSG00000124831	2	237692216	LRRFIP1
ENSG00000124831	2	237692339	LRRFIP1
ENSG00000101544	18	80109031	ADNP2
ENSG00000171956	15	60004222	FOXB1
ENSG00000028839	6	133953195	TBPL1
ENSG00000028839	6	133952170	TBPL1
ENSG00000121454	1	180230286	LHX4
ENSG00000105856	7	107168961	HBP1
ENSG00000105856	7	107169015	HBP1
ENSG00000105856	7	107169773	HBP1
ENSG00000127152	14	99271228	BCL11B
ENSG00000127152	14	99271485	BCL11B
ENSG00000039600	5	157652364	SOX30
ENSG00000039600	5	157652420	SOX30
ENSG00000167380	19	44165103	ZNF226
ENSG00000167380	19	44165104	ZNF226
ENSG00000167380	19	44165155	ZNF226
ENSG00000167380	19	44165164	ZNF226
ENSG00000167380	19	44165096	ZNF226
ENSG00000122145	X	80014756	TBX22
ENSG00000122145	X	80022242	TBX22
ENSG00000167081	9	125747345	PBX3
ENSG00000167081	9	125747374	PBX3
ENSG00000167081	9	125747438	PBX3
ENSG00000167081	9	125747454	PBX3
ENSG00000167081	9	125748182	PBX3
ENSG00000167081	9	125748199	PBX3
ENSG00000167081	9	125865271	PBX3
ENSG00000198131	19	58229465	ZNF544
ENSG00000198131	19	58243963	ZNF544
ENSG00000165891	12	77065580	E2F7
ENSG00000165891	12	77065563	E2F7
ENSG00000165891	12	77065567	E2F7
ENSG00000165891	12	77050741	E2F7
ENSG00000165891	12	77050746	E2F7
ENSG00000159882	19	44002948	ZNF230
ENSG00000178935	19	57814913	ZNF552
ENSG00000173068	9	16870706	BNC2
ENSG00000173068	9	16870760	BNC2
ENSG00000167232	19	23395560	ZNF91
ENSG00000167232	19	23395446	ZNF91
ENSG00000083817	19	57578927	ZNF416
ENSG00000111424	12	47905022	VDR
ENSG00000111424	12	47943048	VDR
ENSG00000111424	12	47905003	VDR
ENSG00000111424	12	47905016	VDR
ENSG00000111424	12	47882935	VDR
ENSG00000111424	12	47905040	VDR
ENSG00000111424	12	47905031	VDR
ENSG00000092203	14	21476755	TOX4
ENSG00000092203	14	21477176	TOX4
ENSG00000135164	7	87152361	DMTF1
ENSG00000135164	7	87152412	DMTF1
ENSG00000135164	7	87152426	DMTF1
ENSG00000135164	7	87152468	DMTF1
ENSG00000135164	7	87152498	DMTF1
ENSG00000135164	7	87152554	DMTF1
ENSG00000135164	7	87162882	DMTF1
ENSG00000188171	19	20661593	ZNF626
ENSG00000188171	19	20661596	ZNF626
ENSG00000111783	12	106582907	RFX4
ENSG00000111783	12	106583033	RFX4
ENSG00000111783	12	106583645	RFX4
ENSG00000111783	12	106585727	RFX4
ENSG00000111783	12	106601137	RFX4
ENSG00000111783	12	106601166	RFX4
ENSG00000111783	12	106645882	RFX4
ENSG00000111783	12	106684696	RFX4
ENSG00000141568	17	82519713	FOXK2
ENSG00000141568	17	82519715	FOXK2
ENSG00000141568	17	82559340	FOXK2
ENSG00000141568	17	82559364	FOXK2
ENSG00000102908	16	69565094	NFAT5
ENSG00000102908	16	69565984	NFAT5
ENSG00000102908	16	69566026	NFAT5
ENSG00000102908	16	69566062	NFAT5
ENSG00000102908	16	69566208	NFAT5
ENSG00000102908	16	69566351	NFAT5
ENSG00000102908	16	69647132	NFAT5
ENSG00000102908	16	69653236	NFAT5
ENSG00000102908	16	69565966	NFAT5
ENSG00000119725	14	73886617	ZNF410
ENSG00000119725	14	73886805	ZNF410
ENSG00000119725	14	73886871	ZNF410
ENSG00000119725	14	73892176	ZNF410
ENSG00000186026	19	44072144	ZNF284
ENSG00000205857	12	7765216	NANOGNB
ENSG00000083814	19	57727624	ZNF671
ENSG00000111358	12	123633829	GTF2H3
ENSG00000121406	19	57527325	ZNF549
ENSG00000121406	19	57527393	ZNF549
ENSG00000251369	19	57559863	ZNF550
ENSG00000112033	6	35342614	PPARD
ENSG00000112033	6	35342558	PPARD
ENSG00000062194	5	57173948	GPBP1
ENSG00000062194	5	57174049	GPBP1
ENSG00000062194	5	57174117	GPBP1
ENSG00000062194	5	57175946	GPBP1
ENSG00000062194	5	57214121	GPBP1
ENSG00000170581	12	56360074	STAT2
ENSG00000170581	12	56360126	STAT2
ENSG00000170581	12	56360107	STAT2
ENSG00000171606	19	58183029	ZNF274
ENSG00000171606	19	58183087	ZNF274
ENSG00000171606	19	58183310	ZNF274
ENSG00000171606	19	58183427	ZNF274
ENSG00000171606	19	58183454	ZNF274
ENSG00000171606	19	58183921	ZNF274
ENSG00000079263	2	230225730	SP140
ENSG00000079263	2	230225731	SP140
ENSG00000079263	2	230225742	SP140
ENSG00000079263	2	230225745	SP140
ENSG00000079263	2	230225764	SP140
ENSG00000148400	9	136545786	NOTCH1
ENSG00000198040	12	133037390	ZNF84
ENSG00000198040	12	133037580	ZNF84
ENSG00000198040	12	133037292	ZNF84
ENSG00000136630	1	220879400	HLX
ENSG00000172534	X	153971807	HCFC1
ENSG00000244405	3	186109112	ETV5
ENSG00000244405	3	186108675	ETV5
ENSG00000244405	3	186065970	ETV5
ENSG00000244405	3	186110318	ETV5
ENSG00000244405	3	186108999	ETV5
ENSG00000244405	3	186108929	ETV5
ENSG00000244405	3	186108550	ETV5
ENSG00000081665	19	19821751	ZNF506
ENSG00000081665	19	19821692	ZNF506
ENSG00000081665	19	19821749	ZNF506
ENSG00000081665	19	19821709	ZNF506
ENSG00000198482	19	52527652	ZNF808
ENSG00000198482	19	52527653	ZNF808
ENSG00000156853	16	30610379	ZNF689
ENSG00000138083	2	44941898	SIX3
ENSG00000188994	6	87155549	ZNF292
ENSG00000197162	16	30585769	ZNF785
ENSG00000197162	16	30585771	ZNF785
ENSG00000181135	8	143684481	ZNF707
ENSG00000181135	8	143684492	ZNF707
ENSG00000181135	8	143684508	ZNF707
ENSG00000181135	8	143688659	ZNF707
ENSG00000181666	19	37334666	HKR1
ENSG00000181666	19	37334678	HKR1
ENSG00000102038	X	129523500	SMARCA1
ENSG00000117625	1	211259279	RCOR3
ENSG00000117625	1	211259388	RCOR3
ENSG00000117625	1	211259433	RCOR3
ENSG00000117625	1	211259975	RCOR3
ENSG00000187626	6	28252224	ZKSCAN4
ENSG00000214513	2	73202258	NOTO
ENSG00000156127	14	75522425	BATF
ENSG00000156127	14	75522560	BATF
ENSG00000137338	6	28281572	PGBD1
ENSG00000197062	6	28267143	ZSCAN26
ENSG00000197062	6	28267153	ZSCAN26
ENSG00000197062	6	28267359	ZSCAN26
ENSG00000197062	6	28267010	ZSCAN26
ENSG00000167554	19	52336245	ZNF610
ENSG00000167554	19	52336308	ZNF610
ENSG00000167554	19	52336312	ZNF610
ENSG00000167554	19	52345429	ZNF610
ENSG00000167554	19	52349145	ZNF610
ENSG00000105556	19	344782	MIER2
ENSG00000196214	19	52269571	ZNF766
ENSG00000198464	19	52300394	ZNF480
ENSG00000198464	19	52297177	ZNF480
ENSG00000124496	6	42452045	TRERF1
ENSG00000124496	6	42451261	TRERF1
ENSG00000197451	5	178204507	HNRNPAB
ENSG00000197451	5	178204539	HNRNPAB
ENSG00000197451	5	178204548	HNRNPAB
ENSG00000197451	5	178204571	HNRNPAB
ENSG00000137185	6	28225264	ZSCAN9
ENSG00000137185	6	28225275	ZSCAN9
ENSG00000137185	6	28225292	ZSCAN9
ENSG00000137185	6	28225339	ZSCAN9
ENSG00000137185	6	28226921	ZSCAN9
ENSG00000137185	6	28227012	ZSCAN9
ENSG00000169957	16	30526589	ZNF768
ENSG00000198176	13	113584741	TFDP1
ENSG00000198176	13	113585273	TFDP1
ENSG00000198176	13	113585333	TFDP1
ENSG00000198176	13	113585426	TFDP1
ENSG00000133250	19	8514160	ZNF414
ENSG00000133250	19	8514148	ZNF414
ENSG00000102145	X	48786554	GATA1
ENSG00000102145	X	48786573	GATA1
ENSG00000189079	12	45729665	ARID2
ENSG00000263001	7	74657685	GTF2I
ENSG00000263001	7	74657758	GTF2I
ENSG00000263001	7	74658031	GTF2I
ENSG00000168267	10	23192327	PTF1A
ENSG00000197808	19	36666837	ZNF461
ENSG00000166949	15	67063763	SMAD3
ENSG00000166949	15	67065845	SMAD3
ENSG00000166949	15	67098679	SMAD3
ENSG00000166949	15	67125716	SMAD3
ENSG00000166949	15	67128103	SMAD3
ENSG00000166949	15	67138001	SMAD3
ENSG00000166949	15	67138235	SMAD3
ENSG00000166949	15	67166019	SMAD3
ENSG00000156374	10	103351079	PCGF6
ENSG00000156374	10	103351134	PCGF6
ENSG00000148308	9	133030689	GTF3C5
ENSG00000148308	9	133031004	GTF3C5
ENSG00000170549	5	3596054	IRX1
ENSG00000234669	CHR_HSCHR6_MHC_SSTO_CTG1	29681605	ZFP57
ENSG00000234669	CHR_HSCHR6_MHC_SSTO_CTG1	29677649	ZFP57
ENSG00000234669	CHR_HSCHR6_MHC_SSTO_CTG1	29677797	ZFP57
ENSG00000173673	1	6244192	HES3
ENSG00000197951	19	56595300	ZNF71
ENSG00000185345	6	162727771	PRKN
ENSG00000185345	6	162727668	PRKN
ENSG00000143442	1	151442204	POGZ
ENSG00000143442	1	151459465	POGZ
ENSG00000143442	1	151459179	POGZ
ENSG00000143442	1	151459215	POGZ
ENSG00000106331	7	127615726	PAX4
ENSG00000171540	5	77639688	OTP
ENSG00000169131	5	178730702	ZNF354A
ENSG00000167562	19	52570275	ZNF701
ENSG00000167562	19	52570301	ZNF701
ENSG00000167562	19	52570664	ZNF701
ENSG00000121390	13	19782917	PSPC1
ENSG00000121390	13	19782942	PSPC1
ENSG00000121390	13	19783019	PSPC1
ENSG00000096401	6	44387525	CDC5L
ENSG00000123358	12	52022832	NR4A1
ENSG00000123358	12	52037177	NR4A1
ENSG00000123358	12	52037715	NR4A1
ENSG00000123358	12	52041805	NR4A1
ENSG00000123358	12	52051442	NR4A1
ENSG00000123358	12	52051448	NR4A1
ENSG00000123358	12	52051459	NR4A1
ENSG00000123358	12	52051402	NR4A1
ENSG00000178928	19	47803689	TPRX1
ENSG00000146587	7	5045821	RBAK
ENSG00000146587	7	5045922	RBAK
ENSG00000166261	11	123741670	ZNF202
ENSG00000166261	11	123741655	ZNF202
ENSG00000166261	11	123741671	ZNF202
ENSG00000166261	11	123741667	ZNF202
ENSG00000157216	1	54406419	SSBP3
ENSG00000157216	1	54406008	SSBP3
ENSG00000157216	1	54406223	SSBP3
ENSG00000107164	9	130579606	FUBP3
ENSG00000184492	2	113498665	FOXD4L1
ENSG00000257923	7	101816005	CUX1
ENSG00000257923	7	101816008	CUX1
ENSG00000257923	7	101816009	CUX1
ENSG00000257923	7	101815904	CUX1
ENSG00000162601	1	58700092	MYSM1
ENSG00000162601	1	58668483	MYSM1
ENSG00000100105	22	31346232	PATZ1
ENSG00000100105	22	31345776	PATZ1
ENSG00000177606	1	58784327	JUN
ENSG00000169635	22	21417404	HIC2
ENSG00000169635	22	21420636	HIC2
ENSG00000169635	22	21442460	HIC2
ENSG00000120656	1	28643066	TAF12
ENSG00000120656	1	28643005	TAF12
ENSG00000167625	19	42220271	ZNF526
ENSG00000108509	17	4987112	CAMTA2
ENSG00000108509	17	4987370	CAMTA2
ENSG00000108509	17	4987650	CAMTA2
ENSG00000108509	17	4987652	CAMTA2
ENSG00000165702	9	132945551	GFI1B
ENSG00000165702	9	132978695	GFI1B
ENSG00000165702	9	132978711	GFI1B
ENSG00000167394	16	31064969	ZNF668
ENSG00000167394	16	31073502	ZNF668
ENSG00000167394	16	31074320	ZNF668
ENSG00000167394	16	31065055	ZNF668
ENSG00000167394	16	31065088	ZNF668
ENSG00000198807	14	36661865	PAX9
ENSG00000198807	14	36662574	PAX9
ENSG00000198807	14	36657568	PAX9
ENSG00000248767	7	290170	AC187653.1
ENSG00000112246	6	100464929	SIM1
ENSG00000112246	6	100463677	SIM1
ENSG00000135457	12	51172881	TFCP2
ENSG00000135457	12	51173134	TFCP2
ENSG00000135457	12	51172912	TFCP2
ENSG00000135457	12	51172793	TFCP2
ENSG00000135045	9	74952886	C9orf40
ENSG00000213676	6	32128240	ATF6B
ENSG00000213676	6	32128253	ATF6B
ENSG00000213676	6	32128217	ATF6B
ENSG00000065029	6	35259672	ZNF76
ENSG00000065029	6	35259774	ZNF76
ENSG00000215421	18	74597870	ZNF407
ENSG00000215421	18	74631020	ZNF407
ENSG00000215421	18	74630963	ZNF407
ENSG00000141946	19	57145202	ZIM3
ENSG00000198185	20	46513554	ZNF334
ENSG00000198218	3	49094363	QRICH1
ENSG00000198218	3	49094062	QRICH1
ENSG00000198218	3	49093611	QRICH1
ENSG00000237440	19	20565735	ZNF737
ENSG00000225987	CHR_HSCHR6_MHC_APD_CTG1	32257192	PBX2
ENSG00000261678	8	144336281	SCRT1
ENSG00000198393	12	132986464	ZNF26
ENSG00000142409	19	56121280	ZNF787
ENSG00000170325	11	130002835	PRDM10
ENSG00000170325	11	129947553	PRDM10
ENSG00000170325	11	129947622	PRDM10
ENSG00000170325	11	129947461	PRDM10
ENSG00000165244	9	96418329	ZNF367
ENSG00000187987	6	28443480	ZSCAN23
ENSG00000187987	6	28443467	ZSCAN23
ENSG00000189298	6	28349950	ZKSCAN3
ENSG00000189298	6	28349914	ZKSCAN3
ENSG00000196453	7	149461123	ZNF777
ENSG00000116731	1	13700240	PRDM2
ENSG00000116731	1	13704855	PRDM2
ENSG00000116731	1	13749403	PRDM2
ENSG00000116731	1	13749415	PRDM2
ENSG00000260428	8	144266560	SCX
ENSG00000176165	14	28765388	FOXG1
ENSG00000170345	14	75278774	FOS
ENSG00000170345	14	75278826	FOS
ENSG00000170345	14	75278828	FOS
ENSG00000170345	14	75278977	FOS
ENSG00000170345	14	75279643	FOS
ENSG00000170345	14	75279670	FOS
ENSG00000170345	14	75279978	FOS
ENSG00000170345	14	75280193	FOS
ENSG00000105136	19	57487711	ZNF419
ENSG00000105136	19	57487718	ZNF419
ENSG00000105136	19	57487722	ZNF419
ENSG00000105136	19	57487741	ZNF419
ENSG00000105136	19	57487750	ZNF419
ENSG00000105136	19	57487765	ZNF419
ENSG00000083844	19	57191500	ZNF264
ENSG00000083844	19	57191775	ZNF264
ENSG00000122778	7	138981318	KIAA1549
ENSG00000186103	3	121570704	ARGFX
ENSG00000129173	11	19241620	E2F8
ENSG00000129173	11	19240951	E2F8
ENSG00000187855	12	107774385	ASCL4
ENSG00000197360	19	22422346	ZNF98
ENSG00000049618	6	156776020	ARID1B
ENSG00000049618	6	156777930	ARID1B
ENSG00000049618	6	157084772	ARID1B
ENSG00000185129	5	140114123	PURA
ENSG00000160094	1	33256573	ZNF362
ENSG00000160094	1	33270575	ZNF362
ENSG00000109906	11	114059593	ZBTB16
ENSG00000109906	11	114060507	ZBTB16
ENSG00000118526	6	133889138	TCF21
ENSG00000118526	6	133889335	TCF21
ENSG00000178187	5	178941191	ZNF454
ENSG00000178187	5	178941223	ZNF454
ENSG00000008197	6	50713828	TFAP2D
ENSG00000197483	19	55476332	ZNF628
ENSG00000167555	19	52397868	ZNF528
ENSG00000105392	19	47819779	CRX
ENSG00000105392	19	47821839	CRX
ENSG00000105392	19	47821964	CRX
ENSG00000105392	19	47821907	CRX
ENSG00000119866	2	60553571	BCL11A
ENSG00000119866	2	60553634	BCL11A
ENSG00000119866	2	60555154	BCL11A
ENSG00000119866	2	60553658	BCL11A
ENSG00000119866	2	60553500	BCL11A
ENSG00000168214	4	26163455	RBPJ
ENSG00000168214	4	26272607	RBPJ
ENSG00000168214	4	26319662	RBPJ
ENSG00000168214	4	26319686	RBPJ
ENSG00000168214	4	26319710	RBPJ
ENSG00000168214	4	26320563	RBPJ
ENSG00000168214	4	26320787	RBPJ
ENSG00000168214	4	26320800	RBPJ
ENSG00000168214	4	26320807	RBPJ
ENSG00000168214	4	26321007	RBPJ
ENSG00000168214	4	26321602	RBPJ
ENSG00000168214	4	26322164	RBPJ
ENSG00000168214	4	26322209	RBPJ
ENSG00000168214	4	26322870	RBPJ
ENSG00000168214	4	26343140	RBPJ
ENSG00000168214	4	26359691	RBPJ
ENSG00000168214	4	26362436	RBPJ
ENSG00000168214	4	26362530	RBPJ
ENSG00000077092	3	25174332	RARB
ENSG00000077092	3	25428263	RARB
ENSG00000077092	3	25428311	RARB
ENSG00000077092	3	25458310	RARB
ENSG00000170689	17	48626356	HOXB9
ENSG00000165556	13	27971139	CDX2
ENSG00000170684	19	45076588	ZNF296
ENSG00000182742	17	48580111	HOXB4
